sentences ,level
""توجد تلك المقاطعات بشكل رئيسي في شمال وسط أفغانستان وقد شهدت تلك المناطق حملات توعية في فترة ما قبل الزراعة. كما يوجد بها سلطات حكومية قوية، والأهم هو تحسن الأوضاع الأمنية بتلك المناطق مما يسمح للوكالات التابعة للأمم المتحدة والمنظمات غير الحكومية بالوصول إلى سكانها"".
",B+
"ونبقى في الشأن المصري، فقد أجرى رئيس الوزراء أحمد نظيف محادثات في واشنطن مع وزيرة الخارجية كونداليزا رايس. وتركزت محادثات رئيس الوزراء المصري في واشنطن على ملف الإصلاح في مصر. وقال نظيف في مقابلة مع الجزيرة إن الحكومة المصرية لم تحسم بعد مسألة طلب الأمريكيين إيفاد مراقبين دوليين للانتخابات الرئاسية.

رئيس الوزراء المصري هذه المرة في واشنطن لشأن سياسي بالغ الأهمية لمصر. سابقة ربما في علاقات البلدين التي وصفتها الإدارة الأمريكية قبل عام بالشراكة من أجل السلام والتنمية. أحمد نظيف يعرف بالتأكيد ماذا تغير في تلك العلاقات فقد وصفها بالملتهبة قبل مغادرته. وهو اليوم هناك لأول مرة نيابة عن مبارك ليس لخارطة الطريق ولا للعراق ولا حتى لموضوع الإرهاب العزيز على قلب بوش، بل لعرض مشروع الإصلاح الداخلي المصري، وربما لإقناع البيت الأبيض بسحب فكرة المراقبين الدوليين للانتخابات المنتظرة. وهي الفكرة التي دعا إليها الرئيس الأمريكي خلال زيارته الأخيرة إلى لاتفيا.

لكن مسألة المراقبين ليست كل شيء في الملف. فمصر ذات الثقل الأكبر والوسيط الأفضل في المنطقة والتي تتلقى سنوياً نحو ملياري دولار أمريكي باتت في مهب عاصفة التغيير التي قد تصادف رغبة أمريكية. لكن العاصفة تبدو داخلية ويرى محركوها أنها أصيلة ونابعة من رغبة المصريين وهي رغبة لا تتواءم بالضرورة مع المصالح الأمريكية. ومعظم ناشطي حركة ""كفاية"" ""والإخوان"" الذين يتظاهرون اليوم يعارضون التدخل الأجنبي في شئون البلد. هل ستدعم واشنطن أي موجة للديمقراطية في مصر بغض النظر عما ستحمله تلك الموجة إلى سدة الحكم؟ وهل يستحق مبدأ الديمقراطية كل تلك التضحية في نظر واشنطن؟

هذه المفارقة النابعة من دعوة واشنطن لإصلاحات قد لا يسهل التحكم في طبيعتها ومداها في أنظمة هي تدعمها أصلاً تصلح طبعاً للنقاش بين البلدين وتستطيع الحكومة المصرية أن تكسب فيها بعض النقاط. لكن ليس من الأكيد أنها ستجد ما يبدد بالكامل مخاوفها إزاء الموقف الأمريكي الذي تحركه المصالح في المقام الأول.
",B+
"إذاعة الأمم المتحدة تتشرف بلقاء الأستاذ سامح السحرتي خبير في السياسات الصحية لمنطقة الشرق الأوسط وشمال أفريقيا بالبنك الدولي:

المذيع: أهلاً وسهلاً أستاذ سامح مع إذاعة الأمم المتحدة

الأستاذ سامح: أهلاً بك أستاذ حميد

المذيع: نتشرف بلقائك أستاذ سامح ولنا مجموعة من التساؤلات حول أنشطة البنك في موضوع مكافحة وباء انفلونزا الطيور. لقد عقد البنك الدولي بالاتفاق مع الاتحاد الأوروبي وحكومة الصين مؤتمراً دولياً في السابع عشر والثامن عشر من كانون الثاني –يناير الحالي- في بيجين. هل لك أن تعطينا فكرة عن هذا المؤتمر وتقييمك لنجاحه؟

الأستاذ سامح: في الواقع المؤتمر للدول المانحين لمكافحة مرض انفلونزا الطيور في تقديري كان ناجح جداً لأنه طبقاً لتقديرات البنك الدولي اللي عملها بالتعاون مع منظمة الأغذية والزراعة والمنظمة العالمية لصحة الحيوان وكذلك منظمة الصحة العالمية أن هناك فجوة تمويلية تقدر بحوالي 1,2 مليار دولار لمكافحة هذا المرض، وقد قدمت الدول المانحة بمؤتمر بكين تعهدات بمقدار 1,9 مليار دولار وهذا يفوق المبلغ المتوقع، كما تعهدت والتزمت الدول التي حضرت هذا المؤتمر بالتعاون فيما بينها في شتى المجالات سواء على المستوى القُطري وبخصوص وضع خطط قُطرية لمكافحة هذا المرض وكذلك التعاون مع الهيئات الدولية بالإضافة إلى التعاون التكنولوجي فيما يخص البحوث والتطوير.
",B+
"(ستلاحظ أن النص يتضمن مقاطع مختلفة من حلقة برنامج ""حدث ولا حرج"" من تلفزيون دبي عن موضوع الزواج، ولأن الحلقة تستغرق حوالي ساعة، يصعب إدراج مضمونها بالكامل هنا.)

هل العزوف عن الزواج أو حتى تأخيره أمر يحدث الآن في مجتمعاتنا لأننا نختاره أم هو ظرف مجبر عليه؟ هل هو نهاية الأحلام، أحلام المرأة بفارس شهم وأحلام الرجل بست البيت الأميرة. هل يجوز أن نسأل نتزوج أو لا نتزوج أم يجب أن نسأل من هو هذا الذي يقدر على الزواج هذه الأيام، ومن يريد أن يتزوج؟
